uid,total_facebook_statuses,account_membership_period,service_support_calls,number_of_snaps,total_whatsapp_charge,sub_country_code,total_twitter_tweets,country,total_email_characters,email_plan,total_whatsapp_msg_characters,social_account_number,total_whatsapp_msgs,total_facebook_charge,total_twitter_charge,snapchat_plan,total_email_charge,total_twitter_tweet_characters,total_emails,total_facebook_status_characters,turn_anti_social
1120,108,172,3,0,6.89,408,125,MD,14.4,no,153.2,346-5068,98,48.81,15.16,no,3.89,178.4,2,287.1,1
1121,114,79,1,0,,415,111,PA,6.3,no,264.6,365-2008,88,45.61,15.77,no,1.7,185.5,7,268.3,1
1122,113,160,3,0,11.49,415,69,MT,13.2,no,255.3,329-8436,62,16.58,22.79,no,3.56,268.1,4,97.5,0
1123,103,159,1,0,7.68,415,97,TX,10.5,no,170.6,402-1556,93,14.91,23.65,no,2.84,278.2,10,87.7,0
1124,120,137,1,0,11.51,510,86,NY,11.9,no,255.8,338-7955,103,18.67,19.59,no,3.21,230.5,6,109.8,0
1125,129,108,1,0,,415,103,AK,7.9,no,170.2,330-5462,89,17.51,20.6,no,2.13,242.3,3,103,0
1126,110,115,0,26,11.77,415,133,MI,4.5,no,261.6,402-4501,100,26.38,19.63,yes,1.22,230.9,4,155.2,0
1127,110,99,1,0,10.96,415,102,KS,14.1,no,243.6,407-1896,114,32.5,13.93,no,3.81,163.9,3,191.2,0
1128,88,86,0,16,9.7,408,129,AR,11.3,no,215.5,329-8115,82,24.77,16.24,yes,3.05,191,7,145.7,0
1129,101,82,3,0,7.88,510,87,UT,12.4,yes,175.1,406-4604,86,35.5,18.16,no,3.35,213.7,6,208.8,0
1130,63,146,2,0,7.99,408,112,TN,9.2,yes,177.6,416-8543,98,27.22,17.71,no,2.48,208.4,3,160.1,0
1131,98,19,0,0,8.2,415,121,AL,4.5,yes,182.2,380-3910,95,40.41,17.6,no,1.22,207.1,4,237.7,0
1132,106,42,1,0,,415,54,NV,5.8,no,147.1,352-5466,76,51.66,19.74,no,1.57,232.2,3,303.9,1
1133,109,143,1,33,7.03,408,112,GA,9.5,no,156.3,359-5160,95,40.66,20.02,yes,2.57,235.5,4,239.2,0
1134,107,91,2,0,10.69,510,125,UT,7.3,no,237.6,370-3032,78,21.05,27.12,no,1.97,319,4,123.8,0
1135,116,37,3,0,9.74,415,99,MI,14,no,216.5,386-1131,112,32.54,14.23,no,3.78,167.4,5,191.4,0
1136,124,103,0,31,8.83,510,104,DC,8.9,no,196.2,386-2317,98,18.31,16.06,yes,2.4,188.9,3,107.7,0
1137,140,89,1,25,7.29,415,69,AR,10.6,no,162.1,365-4728,117,36.57,16.78,yes,2.86,197.4,10,215.1,0
1138,78,99,2,0,6.47,510,120,VA,14.3,no,143.7,352-4401,140,21.81,18.3,no,3.86,215.3,9,,0
1139,133,13,0,0,10.24,415,86,MS,11.5,no,227.6,413-7468,80,51.54,14.49,no,3.11,170.5,3,303.2,1
1140,106,132,5,0,7.29,415,94,GA,11.6,no,162.1,368-5437,119,32.86,10.91,no,3.13,128.3,4,193.3,1
1141,99,80,1,0,10.28,415,81,OR,10.6,no,228.4,391-8087,116,27.39,16.9,no,2.86,198.8,4,161.1,0
1142,81,139,2,0,8.9,510,99,DC,9.7,no,197.8,368-8964,76,34.54,12.96,no,2.62,152.5,3,203.2,0
1143,133,66,1,0,9.65,510,99,ME,5.3,no,214.4,331-6270,122,20.06,21.09,no,1.43,248.1,5,118,0
1144,82,55,2,28,8.44,415,109,KY,8.6,no,187.5,345-4551,91,17.9,16.78,yes,2.32,197.4,6,105.3,0
1145,111,90,1,0,6.79,415,115,CT,13,no,150.8,347-6994,122,29.9,24.24,no,3.51,285.2,7,175.9,0
1146,95,147,1,0,10.83,408,128,ND,7.8,no,240.6,358-8729,84,34.9,14.17,no,2.11,166.7,4,205.3,0
1147,110,76,1,26,6.06,408,87,CO,8.1,no,134.6,412-4185,140,36.48,17.44,yes,2.19,,2,214.6,0
1148,109,142,0,25,10.25,408,120,NH,9.8,yes,227.8,383-2901,60,32.49,12.72,yes,2.65,149.6,3,191.1,0
1149,124,74,0,0,10.8,415,94,ID,10.6,no,240.1,365-9696,112,37.59,9.42,no,2.86,110.8,3,221.1,0
1150,94,137,2,50,9.7,510,106,WV,,no,215.6,376-4284,100,31.71,15.13,yes,3.27,178,4,186.5,0
1151,125,100,1,0,12.5,408,102,NH,9.7,no,277.8,407-3121,97,37.2,12.61,no,2.62,148.3,6,218.8,0
1152,112,63,1,0,11.66,415,111,RI,8.9,yes,259,366-4287,58,10.69,17.25,no,2.4,202.9,8,62.9,0
1153,98,124,2,0,6.88,415,119,CT,9.2,no,152.8,386-8432,81,25.67,10.25,no,2.48,120.6,2,151,0
1154,117,111,0,0,10.35,408,127,NC,10.3,no,229.9,338-6550,97,38.23,16.31,no,2.78,191.9,3,224.9,0
1155,86,128,4,0,13.42,510,102,CO,14.3,no,298.2,410-4613,82,33.88,16.56,no,3.86,194.8,2,199.3,0
1156,127,130,1,0,12.15,415,52,TX,14.3,no,270.1,396-8400,107,20.49,16.12,no,3.86,189.7,2,120.5,0
1157,143,113,2,0,7.88,415,93,OR,13.1,no,175.1,367-5923,86,27.17,17.86,no,3.54,210.1,7,159.8,0
1158,95,134,0,0,9.83,415,101,RI,8.8,no,218.5,413-1789,60,24.09,17.48,no,2.38,205.6,6,,0
1159,86,130,0,0,7.72,408,110,NH,10.4,no,171.5,390-4003,139,11.63,16.43,no,2.81,193.3,4,68.4,0
1160,90,119,1,0,9.21,415,81,DE,7.5,no,204.6,345-5338,77,30.06,19.1,no,2.03,224.7,15,176.8,0
1161,108,90,3,0,12.23,415,63,GA,14.1,no,271.8,390-3401,124,19.24,16.09,no,3.81,189.3,4,113.2,0
1162,134,147,2,35,9.54,415,99,MT,10.1,no,212.1,408-8269,90,33.54,11.99,yes,2.73,141.1,4,197.3,1
1163,99,86,0,21,9.36,408,100,HI,10.1,no,208,398-3004,120,33.64,14.08,yes,2.73,165.6,9,197.9,0
1164,97,107,2,0,8.02,510,131,GA,,no,178.3,385-2683,106,33.07,15.84,no,3.43,,1,194.5,0
1165,112,84,0,42,15.01,415,107,VT,11.3,no,333.5,403-5552,117,36.43,16,yes,3.05,188.2,10,214.3,0
1166,61,76,0,0,7.92,408,127,GA,8.4,no,175.9,361-4910,97,34.61,13.74,no,2.27,161.7,3,,0
1167,106,110,3,0,10.51,415,126,IN,11.2,no,233.5,364-9059,112,25.81,11.73,no,3.02,138,8,151.8,0
1168,86,100,1,0,6.59,415,133,MT,12.5,no,146.4,385-7148,106,16.41,17.87,no,3.38,210.2,3,96.5,1
1169,67,80,2,0,8.88,415,112,NE,15.9,no,197.3,356-7239,63,21.73,15.44,no,4.29,,2,127.8,0
1170,73,125,0,0,8.68,415,85,SD,15.7,no,192.9,404-9754,95,27.85,21.73,no,4.24,255.6,4,163.8,0
1171,114,55,4,45,6.37,510,94,FL,11,no,141.6,364-7644,114,22.19,17.71,yes,2.97,208.4,5,130.5,1
1172,68,105,2,33,5.44,408,140,ME,10.6,no,121,402-9982,131,35.63,12.49,yes,2.86,146.9,3,209.6,0
1173,103,110,2,40,10.57,408,128,SD,9,no,234.9,357-4078,98,34.44,10.1,yes,2.43,118.8,9,202.6,0
1174,106,75,0,0,10.59,415,115,TX,8.5,no,235.4,417-4456,116,51.87,15.98,no,2.3,188,5,305.1,1
1175,94,128,2,0,8.47,415,83,LA,6.9,no,188.3,361-2170,124,25.11,24.08,no,1.86,,5,147.7,0
1176,77,163,0,0,7.53,408,108,NY,,no,167.3,413-2241,82,42.11,22.91,no,2.59,269.5,7,247.7,1
1177,88,78,2,0,11.54,510,89,AK,11.7,no,256.5,418-9385,109,32.35,16.53,no,3.16,194.5,5,190.3,0
1178,77,146,1,0,9.83,510,100,NH,10.7,no,218.4,345-2319,72,19.65,18.16,no,2.89,213.6,6,115.6,0
1179,105,110,2,0,11.04,415,85,WA,8.5,no,245.3,418-1775,59,41,14.82,no,2.3,174.3,4,241.2,0
1180,100,96,2,0,8.21,510,88,MS,7.6,no,182.5,420-5990,120,16.69,26.11,no,2.05,307.2,1,98.2,0
1181,98,140,1,0,6.37,408,109,MS,8.2,no,141.6,372-5262,66,27.64,17.53,no,2.21,206.2,2,,0
1182,99,108,2,0,10.31,415,93,HI,14,no,229.2,385-4766,110,49.57,18.79,no,3.78,221.1,9,291.6,1
1183,150,178,1,0,6.62,408,62,NV,13.6,no,147.1,359-4587,126,46.82,15.94,no,3.67,187.5,3,275.4,0
1184,114,74,1,0,7.65,415,48,NV,,no,170,355-6837,115,48.03,18.69,no,2.54,219.9,4,282.5,1
1185,123,118,2,0,8.32,408,96,MA,,yes,184.8,343-7734,99,27.2,14.91,no,2.67,,3,160,0
1186,89,145,1,0,8.23,415,121,AR,16.1,no,182.9,332-5820,121,38.11,26.77,no,4.35,314.9,3,224.2,1
1187,125,97,1,0,10.02,408,100,OH,11.1,no,222.7,405-6189,101,43.59,23.28,no,3,273.9,1,256.4,1
1188,100,121,2,0,,415,113,TX,9.1,no,148,348-8464,79,14.64,22.08,no,2.46,259.8,9,86.1,0
1189,121,139,0,0,7.57,415,137,VA,,yes,168.3,365-9371,96,27.46,16.4,no,3.02,,13,161.5,0
1190,114,159,1,0,8.72,415,105,WV,,no,193.7,377-1164,82,28.87,16.8,no,3.13,197.7,4,169.8,0
1191,87,25,3,0,,415,101,NM,10.5,no,268.9,381-2709,86,20.28,17.98,no,2.84,211.5,4,119.3,0
1192,116,160,0,0,7.15,408,95,WY,10.9,no,159,338-7232,54,14.06,16.54,no,2.94,194.6,9,82.7,0
1193,83,103,3,0,,415,65,NM,9.7,no,221.6,417-6330,66,29.5,20.77,no,2.62,244.3,2,173.5,0
1194,114,72,2,0,9.45,415,97,MO,12,no,210.1,385-2564,120,28.2,20.05,no,3.24,235.9,5,165.9,0
1195,71,91,1,0,10.44,510,116,WI,10.6,no,232.1,398-3176,110,37.04,19.56,no,2.86,230.1,2,217.9,0
1196,97,135,1,0,7.85,415,118,OR,11,no,174.4,353-3994,126,33.12,20,no,2.97,235.3,3,194.8,0
1197,113,64,0,0,,408,99,NE,13.8,no,145.2,360-6416,74,44.52,12.59,no,3.73,148.1,4,261.9,0
1198,91,140,3,0,9.42,408,106,AZ,11.2,no,209.3,411-4674,128,29.44,16.73,no,3.02,196.8,5,173.2,0
1199,71,118,0,0,7.18,408,73,VA,12.8,no,159.6,404-2877,81,26.32,20.74,no,3.46,244,4,154.8,0
1200,125,102,4,0,,408,99,WV,10,no,163.2,365-8831,88,39.92,16.93,no,2.7,199.2,1,234.8,0
1201,106,118,3,36,8.51,415,115,CO,9.8,no,189.2,362-8763,63,50.13,14.08,yes,2.65,165.7,5,294.9,0
1202,45,73,0,0,9.03,415,87,SC,,no,200.7,344-9347,71,34.56,12.06,no,2.3,141.9,6,203.3,0
1203,87,101,1,0,9.66,415,88,KS,7.2,no,214.6,347-9968,69,39.32,19.1,no,1.94,224.7,7,231.3,0
1204,107,66,1,0,10.35,415,99,DC,,no,230.1,410-1190,106,24.89,16.7,no,2.11,196.5,2,146.4,0
1205,102,126,3,23,10.82,415,103,SD,12.6,no,240.4,386-1548,111,19.43,16.18,yes,3.4,190.3,7,114.3,0
1206,67,102,2,0,6.39,408,103,VA,9.9,no,141.9,348-5038,72,26.61,17.37,no,2.67,204.3,2,,0
1207,120,86,1,0,,415,92,IL,10.3,yes,206.5,395-7435,103,45.24,15.47,no,2.78,182,4,266.1,0
1208,83,147,3,0,7.76,510,85,NM,,no,172.5,415-2935,109,42.26,12.66,no,2.16,,4,248.6,0
1209,104,140,1,0,9.92,415,106,ME,10.3,no,220.4,345-9598,116,27.05,22.93,no,2.78,269.8,4,,0
1210,88,108,3,25,7.46,510,113,PA,8.7,no,165.7,379-3037,99,29.02,9.34,yes,2.35,109.9,1,170.7,0
1211,119,116,2,0,8.58,408,123,SD,,no,190.7,393-3535,128,28.53,12.07,no,1.97,142,4,167.8,0
1212,140,117,0,25,12.06,510,69,KS,,no,267.9,385-3263,112,36.72,19.05,yes,3.19,224.1,4,216,0
1213,96,84,0,0,4.42,510,94,MD,10.6,no,98.2,369-2899,70,28.82,13.4,no,2.86,157.6,7,169.5,0
1214,90,21,6,31,8.06,510,84,OR,9.5,no,179.1,383-5976,89,23.1,23.04,yes,2.57,271,7,135.9,0
1215,91,136,0,0,6.08,510,111,AL,11.6,no,135,352-6732,107,18.6,17.64,no,3.13,207.5,5,109.4,0
1216,87,45,1,0,11.97,415,97,IA,13.3,no,265.9,399-5763,72,35.92,14.08,no,3.59,165.7,6,211.3,0
1217,95,82,2,33,12.06,415,128,AZ,11,no,268.1,413-6380,70,23.43,20.02,yes,2.97,235.5,6,137.8,0
1218,96,100,3,0,8.14,415,126,OK,13.5,no,180.9,352-4221,122,34.53,18.45,no,3.65,,2,203.1,0
1219,106,72,2,0,,415,94,NC,9.6,no,273.7,368-5758,110,23.39,12.2,no,2.59,143.5,6,,0
1220,70,75,1,0,10,408,97,NC,14.3,no,222.2,406-5003,118,34.56,19.46,no,3.86,228.9,3,203.3,0
1221,74,131,1,0,8.57,510,90,WY,15.8,no,190.5,408-9779,114,18.85,9.83,no,4.27,115.6,9,,0
1222,92,48,3,36,12.15,415,121,MT,7.6,no,270,418-8450,87,39.25,14.25,yes,2.05,167.6,4,230.9,0
1223,117,53,9,0,10.22,408,123,NJ,10.1,no,227.2,416-6886,124,38.86,11.29,no,2.73,,2,228.6,1
1224,109,94,1,0,,408,80,WY,,no,238.2,344-4022,117,35.19,14.23,no,0.7,167.4,6,207,0
1225,116,102,1,0,9.05,510,87,ME,,no,201.1,390-9627,73,33.27,17.77,no,2.24,209.1,3,195.7,1
1226,130,113,1,0,,415,100,RI,,no,137.4,415-2865,74,15.4,14.5,no,1.46,170.6,9,90.6,0
1227,145,204,3,0,8.61,510,95,MD,14.1,no,191.4,401-3077,77,34.88,13.16,no,3.81,154.8,5,,0
1228,110,80,1,15,6.35,408,120,MO,11.9,yes,141.2,405-4420,82,27.08,14.5,yes,3.21,170.6,5,159.3,0
1229,121,105,1,0,6.45,510,89,HI,13,no,143.3,394-3806,82,38.66,22.82,no,3.51,268.5,4,227.4,0
1230,83,89,0,0,7.64,408,88,KY,6.1,no,169.7,341-1594,138,32.66,13.91,no,1.65,163.6,3,192.1,0
1231,81,115,1,29,,510,109,DC,11.5,no,201.2,406-6669,87,37.84,16.18,yes,3.11,190.3,2,,0
1232,129,50,5,0,9.31,408,94,WV,5.6,no,206.9,348-7193,88,22.29,13.64,no,1.51,160.5,9,,1
1233,92,110,1,0,4.93,510,81,MI,14.8,no,109.6,357-5784,74,3.21,21.96,no,4,258.4,4,18.9,0
1234,70,48,1,34,9.81,415,121,WV,7.6,no,217.9,367-2056,71,33.66,23.26,yes,2.05,273.7,4,198,0
1235,61,105,2,34,6.8,415,74,WI,9.9,no,151.1,394-6505,103,37.15,16.72,yes,2.67,196.7,4,,0
1236,106,104,1,0,7.34,408,113,AK,9.8,no,163.2,366-4467,137,47.33,6.89,no,2.65,81,5,,0
1237,84,103,0,18,7.72,415,84,CA,,no,171.5,402-6744,112,25.48,14.53,yes,3.11,170.9,7,149.9,1
1238,87,95,0,23,,415,101,OH,7.4,no,191.1,329-8056,122,27.25,17.2,yes,2,202.4,3,160.3,0
1239,109,28,2,0,8.64,510,58,RI,14.1,no,191.9,328-8230,91,30.74,24.55,no,3.81,288.8,6,180.8,0
1240,107,40,0,0,12.46,510,102,LA,7.1,no,276.9,367-9257,123,18.6,20.8,no,1.92,244.7,7,109.4,0
1241,100,132,1,0,8.83,408,118,MO,10.2,no,196.2,412-9190,122,35.05,17.95,no,2.75,211.2,6,,0
1242,122,90,2,0,11.39,415,154,MD,10.1,no,253.1,353-3203,109,19.45,10.85,no,2.73,127.7,5,114.4,0
1243,93,6,3,0,7.4,408,122,OR,9.4,no,164.4,408-1331,98,38.51,12.93,no,2.54,152.1,4,,0
1244,133,120,0,0,11.54,415,149,TN,16.9,no,256.4,412-3404,78,31.57,19.98,no,4.56,235.1,6,185.7,0
1245,134,178,2,0,12.07,408,78,MI,11.4,yes,268.2,348-4660,113,21.17,12,no,3.08,141.2,2,124.5,1
1246,123,172,2,0,17.77,510,94,VA,12.7,no,395,408-2089,72,28.87,15.56,no,3.43,183.1,7,169.8,0
1247,101,190,2,0,10.49,408,95,NC,9.3,no,233,409-3353,123,30.97,18.05,no,2.51,212.3,4,182.2,0
1248,115,115,3,0,,408,106,AR,17,no,232.3,338-1400,65,45.56,13.06,no,4.59,153.6,1,268,0
1249,88,149,4,0,9.21,415,110,NH,12.2,no,204.7,368-7706,119,20.26,14.31,no,3.29,168.3,6,119.2,1
1250,95,41,1,41,5.21,415,120,FL,5.9,no,115.7,415-6110,74,35.24,11.67,yes,1.59,,3,207.3,0
1251,109,41,1,30,6.72,415,86,ME,11.1,no,149.4,399-6642,93,32.59,16.41,yes,3,193,4,191.7,0
1252,107,85,2,0,15.71,408,126,WI,9.6,yes,349.2,381-5878,110,28.12,16.66,no,2.59,196,7,165.4,0
1253,112,71,1,0,8.03,415,96,IL,12.1,no,178.4,397-8051,61,35.19,14.77,no,3.27,173.8,3,207,0
1254,111,65,1,0,11.25,415,94,IN,2.7,no,250.1,388-9568,123,36.28,19.93,no,0.73,234.5,4,213.4,0
1255,90,99,1,0,7.62,415,70,HI,10.5,no,169.4,367-2598,95,21.18,12.44,no,2.84,146.4,6,124.6,0
1256,110,45,1,0,8.65,510,103,NJ,11,no,192.2,412-7606,98,26.47,22.13,no,2.97,260.3,1,155.7,0
1257,107,51,2,0,,510,104,OR,10.4,no,227.5,394-3023,118,8.81,19.57,no,2.81,230.2,4,51.8,0
1258,110,80,0,0,8.53,415,88,MN,13.1,no,189.6,332-2137,87,17.99,3.73,no,3.54,43.9,5,105.8,0
1259,106,177,1,27,9.69,415,78,NV,10.4,no,215.4,416-7679,108,39.13,16.67,yes,2.81,196.1,2,,0
1260,133,95,0,0,8.5,408,98,RI,,no,188.9,410-4882,87,27.2,18.3,no,2.46,215.3,4,160,0
1261,147,60,1,0,11.17,408,89,DC,13.5,no,248.2,355-3801,98,30.48,17.76,no,3.65,208.9,6,179.3,1
1262,98,115,2,0,9.56,415,73,NV,7.5,no,212.5,356-3646,106,31.3,27.8,no,2.03,327,6,184.1,0
1263,107,99,7,0,9.4,408,103,HI,8.8,no,209,413-9328,95,23.07,17.71,no,2.38,208.4,3,135.7,1
1264,95,166,0,0,8.91,408,105,MN,9.8,no,198,333-5551,126,25.86,10.29,no,2.65,121,5,152.1,0
1265,86,77,4,0,11.03,510,78,CA,17.8,no,245.2,335-2261,100,29.84,17.43,no,4.81,205.1,3,175.5,0
1266,102,142,1,0,8.88,510,110,WI,9.9,no,197.3,397-4968,120,39.46,14.3,no,2.67,168.2,3,232.1,0
1267,118,127,0,25,10.13,510,48,MI,7.3,no,225.1,357-7875,105,34.65,22.7,yes,1.97,267.1,5,203.8,0
1268,108,66,2,26,8.59,408,135,ME,5.4,no,190.8,378-4145,95,43.33,20.67,yes,1.46,243.2,3,254.9,0
1269,112,74,2,0,9.66,408,100,NH,9.7,no,214.7,413-2194,88,50.68,17.11,no,2.62,201.3,4,298.1,1
1270,111,85,4,0,8.99,510,98,NC,9.9,no,199.7,404-2871,97,31.18,14.35,no,2.67,168.8,4,183.4,0
1271,96,113,1,0,4.74,415,127,KY,13.5,no,105.4,385-4715,115,36.65,16.44,no,3.65,193.4,3,215.6,0
1272,78,108,1,0,8.75,415,119,CO,,no,194.4,400-5984,65,36.65,16.6,no,0.97,195.3,5,215.6,0
1273,110,36,1,25,,510,67,ME,9.1,no,147.4,335-3110,74,25.98,20.64,yes,2.46,242.8,2,152.8,0
1274,101,70,1,24,10.02,415,98,GA,9.8,no,222.7,411-1530,68,42.42,22.07,yes,2.65,259.7,4,249.5,0
1275,98,148,1,0,8.15,415,110,NE,11.4,no,181,382-2879,98,30.31,24.02,no,3.08,282.6,4,178.3,0
1276,107,124,3,0,8.5,415,112,WV,8.8,no,188.8,358-5274,102,26.76,14.26,no,2.38,167.8,3,157.4,0
1277,67,157,2,0,11.21,408,98,MT,10.2,no,249,417-3257,72,40.83,13.01,no,2.75,,6,240.2,0
1278,91,149,3,0,10.21,510,74,KS,9.6,no,226.9,340-3500,99,37.01,23.25,no,2.59,273.5,3,,0
1279,69,76,1,0,10.81,415,110,KY,9.6,no,240.3,407-8575,85,34.68,19.13,no,2.59,225.1,5,,0
1280,83,92,4,23,5.24,415,129,ID,11.2,no,116.4,417-4063,110,28.46,21.98,yes,3.02,258.6,3,,0
1281,140,88,2,45,13.91,408,101,MA,12.8,no,309.2,383-5109,123,13.65,13.03,yes,3.46,153.3,3,80.3,0
1282,61,91,1,0,8.53,415,96,MN,10.5,no,189.6,382-9297,92,22.75,13.5,no,2.84,158.8,2,133.8,0
1283,111,88,2,0,10.55,415,101,KS,14.9,no,234.5,398-8801,111,32.27,16.77,no,4.02,197.3,3,189.8,0
1284,92,185,1,0,7.11,408,115,CA,10.8,no,158.1,358-4036,79,23.73,21.27,no,2.92,250.2,4,139.6,0
1285,107,157,3,28,4.94,415,74,MI,6.8,no,109.7,381-4756,139,32.74,16.62,yes,1.84,195.5,5,192.6,0
1286,116,64,2,0,7.49,415,94,TX,10.1,no,166.5,382-8518,98,28.56,16.35,no,2.73,192.4,3,168,0
1287,129,31,0,0,7.33,415,105,ID,5.1,no,162.9,389-5649,92,30.14,12.99,no,1.38,152.8,2,177.3,0
1288,93,75,1,42,4.7,415,108,NJ,11.2,no,104.5,327-6989,91,42.31,14.52,yes,3.02,170.8,8,,0
1289,88,178,2,35,6.24,415,65,NM,10.5,no,138.7,398-1332,94,29.82,16.15,yes,2.84,190,3,175.4,0
1290,100,66,0,35,,415,93,TX,8.9,no,209.5,402-3886,108,32.44,22.21,yes,2.4,261.3,6,190.8,0
1291,92,119,2,35,11.23,415,134,OH,8,no,249.5,359-5718,93,36.91,18.77,yes,2.16,220.8,5,217.1,0
1292,92,38,0,0,7.35,510,78,TX,13.9,no,163.3,413-9055,93,25.33,4.18,no,3.75,49.2,11,149,0
1293,90,80,1,0,10.13,408,77,CT,8.2,no,225.1,374-1551,86,20.08,12.27,no,2.21,144.3,6,118.1,0
1294,89,145,1,0,10.2,415,119,MA,12.4,no,226.6,381-7003,69,29.89,23.32,no,3.35,274.3,4,175.8,0
1295,98,129,1,0,11.75,415,101,NV,12.5,no,261.2,420-3028,123,25.5,19.75,no,3.38,232.4,6,150,0
1296,105,43,0,0,7.1,415,104,WY,9.3,yes,157.8,329-9847,67,42.76,18.09,no,2.51,212.8,4,,0
1297,60,51,2,12,8.66,510,134,AK,12.3,yes,192.4,352-9130,98,23.09,17.05,yes,3.32,200.6,7,135.8,0
1298,112,139,2,25,8.19,510,70,MN,12.9,no,182.1,357-9832,84,16.35,15.21,yes,3.48,178.9,10,96.2,0
1299,102,72,0,0,11.82,415,103,AL,13.3,no,262.7,341-7296,85,28.31,22.19,no,3.59,261,5,166.5,0
1300,96,91,1,34,6.48,415,122,UT,,no,143.9,380-9849,76,29.8,22.3,yes,1.51,262.3,11,175.3,0
1301,88,85,1,0,8.34,408,105,PA,9.9,no,185.4,405-9573,94,24.55,22.49,no,2.67,264.6,3,144.4,0
1302,78,88,3,0,9.56,510,114,CO,,no,212.5,373-4274,110,10.52,22.32,no,2.38,262.6,2,61.9,0
1303,114,93,1,0,8.83,510,127,TN,11.4,yes,196.2,344-6847,48,28.63,23.46,no,3.08,276,3,168.4,0
1304,88,122,2,0,10.29,415,109,MN,,no,228.6,421-2659,119,18.34,20.04,no,2.57,,3,107.9,0
1305,109,130,1,0,10.71,415,104,TX,9.5,no,238,359-5461,69,30.07,7.71,no,2.57,90.7,2,176.9,0
1306,79,129,2,34,8.55,415,113,MD,,no,190.1,370-5626,117,34.77,11.29,yes,4,132.8,9,204.5,0
1307,89,80,0,0,10.59,415,78,WV,11.8,no,235.3,382-3512,131,25.76,11.19,no,3.19,131.7,4,,0
1308,104,94,3,0,11.59,408,144,KS,,no,257.6,379-7215,61,45.76,16.47,no,2.4,193.8,2,269.2,1
1309,105,159,1,0,10.89,415,147,NE,10.4,no,242,362-5111,106,32.15,20.92,no,2.81,246.1,5,189.1,1
1310,97,112,2,0,13.78,415,94,SC,14.2,no,306.2,363-8033,100,45.22,18.24,no,3.83,214.6,2,266,1
1311,115,56,1,29,10.2,415,111,WA,4.9,no,226.6,335-5806,101,6.41,12.25,yes,1.32,144.1,3,37.7,0
1312,114,38,2,0,9.15,415,105,MS,14.4,no,203.4,386-2970,98,19.94,17.74,no,3.89,208.7,2,117.3,0
1313,100,64,1,43,,415,108,IA,8.5,no,158.1,374-1836,91,20.13,12.25,yes,2.3,144.1,6,,0
1314,110,21,0,0,9.95,510,111,NE,10.7,no,221.2,408-3606,93,38.25,20.76,no,2.89,244.2,4,225,0
1315,101,64,1,27,6.76,415,89,DE,12.3,no,150.2,402-3599,127,34.22,12.22,yes,3.32,143.8,3,201.3,0
1316,91,93,2,32,10.75,408,72,VT,6.8,no,238.9,408-5183,115,23.48,14.22,yes,1.84,167.3,3,138.1,0
1317,118,92,0,0,7.61,408,95,CA,9.1,no,169,355-9324,116,42.4,17.98,no,2.46,211.5,3,249.4,0
1318,109,60,0,0,13.12,415,112,OR,5.7,no,291.6,366-9430,115,35.33,10.5,no,1.54,123.5,9,207.8,0
1319,90,111,1,0,11.7,408,72,MS,10.8,no,260.1,345-3787,121,50.1,25.04,no,2.92,294.6,3,,1
1320,76,61,0,16,6.65,510,58,OH,11.3,yes,147.7,327-5525,95,24.4,20.62,yes,3.05,242.6,3,,0
1321,83,122,3,29,7.56,408,93,MA,8.4,no,168,371-3498,95,33.22,22.8,yes,2.27,268.2,6,195.4,0
1322,100,13,2,0,11.67,408,79,MA,13.6,no,259.3,411-4293,112,37.47,17.95,no,3.67,211.2,8,220.4,0
1323,79,127,1,0,5.12,510,114,NC,15,no,113.8,343-2597,118,22.93,18.83,no,4.05,221.5,2,134.9,0
1324,78,91,1,31,4.71,408,98,OK,9.6,no,104.7,332-8103,114,46.41,18.32,yes,2.59,215.5,2,273,0
1325,104,191,1,0,9.47,408,120,WV,10.9,no,210.4,351-8398,83,27.54,20.5,no,2.94,241.2,7,162,0
1326,100,91,1,0,9.3,510,104,NY,11.1,no,206.7,394-8256,85,18.67,16.12,no,3,189.6,3,109.8,0
1327,97,143,2,0,8.47,415,108,MT,,no,188.2,387-6440,119,29.29,14.79,no,3.51,174,4,172.3,0
1328,112,58,4,0,8.21,408,122,MA,0,no,182.4,411-6598,87,29.65,22.59,no,0,265.8,0,174.4,0
1329,72,77,2,0,12.38,415,126,ID,9.8,no,275.2,362-9748,109,42.81,17.48,no,2.65,,7,251.8,1
1330,112,118,2,0,9.78,415,105,VA,12.6,no,217.4,392-3315,102,26.28,15.66,no,3.4,184.2,5,154.6,0
1331,114,71,4,0,9.29,510,140,IL,13.8,yes,206.5,330-7137,80,31.64,16.88,no,3.73,,5,186.1,1
1332,116,138,0,17,,415,88,ID,11.7,yes,145.8,339-7485,99,38.28,14.74,yes,3.16,173.4,4,225.2,0
1333,109,65,1,0,5.65,408,117,IN,8,no,125.6,336-4960,111,35.31,18.49,no,2.16,217.5,5,207.7,0
1334,122,154,3,0,8.01,510,71,MD,12,no,178,411-2977,105,26.27,18.21,no,3.24,214.2,2,154.5,1
1335,93,85,2,0,13.91,415,113,NJ,11.4,no,309.1,366-2273,78,40.27,16.8,no,3.08,197.7,7,236.9,1
1336,90,116,2,0,12.27,510,114,OK,7.5,no,272.6,393-3976,96,34.85,11.98,no,2.03,140.9,4,205,0
